id,is_iceberg
6048ae7b,0.9999928
9dc68871,0.2018902
13701465,0.22358629
8d8779f3,1.4901161e-07
0712f269,0.14779887
722c2597,0.0027900934
478a2b08,0.0025244951
38f5fb41,0.96969223
c52ad74d,0.99980223
0c85fd09,0.122261375
f1582cba,0.0065609217
ff836697,0.6917262
ddfe4802,0.54627675
3cef3bc7,0.04358381
6a21542b,1.0
150e23c4,0.103577405
078c6d99,0.31895885
1dcd1dc3,0.072494805
39967e45,0.001141429
6b6333aa,0.9992802
4ae61433,0.17657876
f96362e0,3.8176775e-05
97a88aac,0.18256369
427ae8ce,0.9999765
209d4b15,0.88783985
64b453bd,0.929274
0f5a484e,1.0
5ac74969,0.88094664
736ed43e,0.1494886
8533795f,0.9998292
f5b54fb6,0.016273856
6eb4c041,0.26841193
97afdf42,0.2659302
1bb488db,0.9639884
f132e44d,6.7949295e-06
d3c2f140,0.24280903
1756794d,0.0019371212
9efcc11f,7.969141e-05
14c966cf,0.2599967
59cfe4d1,1.0
883151f4,1.1920929e-07
34c4c9ff,0.0019322038
70b4c2eb,0.03266442
96a337d9,0.0013037622
7fe89ffa,0.71984255
057c7a22,0.0
451cc057,0.9999949
05076700,0.0
dc52f6c1,0.0033599436
b03a59f9,0.0012287796
129ed4b0,0.0042336285
fb611563,0.061562598
ac32e6f1,0.02845928
c05c5ab0,0.014447868
3163d5ed,6.7174435e-05
02096ca4,0.9999962
e92496c0,0.9139116
1a9e2c50,0.9324161
0864e334,0.63405466
d976faeb,0.0061855316
1d7b342f,0.045257717
281bc1ea,1.7642975e-05
bea9f0cf,0.0024627745
f4afa0e6,9.2834234e-05
e1b5ef69,0.9997425
b50539fd,0.9945177
2a8c9c15,0.99999976
157ebb0c,0.992244
247d3614,3.5762787e-07
0c6cc0cb,0.0024322867
aae88d39,0.023060262
0c77b464,0.19100642
963cf5ea,0.99999607
1b371d8b,0.9727938
225bc00f,0.0
bc0a4eec,0.06192094
1099782e,0.9998933
a18feadd,0.124890596
ad7f4932,0.996058
5f8f831e,0.18976474
b5167c35,1.0
0230b06d,0.0003555715
f8d7f7ba,0.9999614
08bd1053,0.0
58e4dc8c,0.00047269464
4793ce8e,0.9999999
304caab4,1.1920929e-07
f2ee6d7f,0.99923575
e1f9c0e4,0.018474996
8e40401c,0.94357723
5d9eaba2,0.99999964
55e7562c,0.9999895
9da6cb4b,0.0003311932
c3c1c8ec,0.061861336
3b38698e,0.9810815
6c9eb909,0.02198124
482a3d1d,1.0
0e9918f0,0.14983526
ef894fd2,0.9998947
4b82e7f7,0.97401655
b9cdd7fb,0.0
94a496f4,0.0747104
995eacae,0.9999974
41b02e58,0.99056524
69f04617,0.014033973
c889a03c,0.99048185
91f98acf,0.99999595
9135c19f,0.99634653
1f0e9c09,1.0877848e-05
260d6e8e,0.999997
46334397,3.9339066e-06
f34ddf31,0.9999755
4d6177d7,0.97742355
76a57270,0.99999833
217b8cea,0.37803763
9a45a566,0.82853335
1b55c75e,0.0
7bd92ec6,0.39756793
6c409f41,0.028962046
df3e48eb,6.0081482e-05
62723e57,0.9999999
b8e627bf,0.98560095
86bb5d85,0.9827968
77e5034c,0.051971257
607079e5,0.0035435855
96879fb4,0.0009468794
6afe606d,0.7335155
4129802f,0.5964552
a42300ef,0.050367415
1af842f5,0.000451833
3fe57d78,0.99991876
f4e60ed5,0.47307286
68c8337b,0.8163434
914ed5b5,0.99999976
a6bb5987,0.9999952
c781c439,0.73307794
47a1a25e,0.74309486
80ea0713,0.9339117
a9d001bc,0.45600262
f94d098a,0.9999845
3e230e0e,0.99987423
24afa485,0.028241664
bc37db7f,0.99932814
83f99e4d,0.00029927492
1a8d86f7,0.79901326
38136419,0.9995482
d393e637,0.99995506
36902570,0.18330699
327f7b25,0.7851583
3f8543c6,1.0
a0d42a70,0.9436312
e07ba430,0.43420765
c6e53803,0.010631055
fec4dad8,0.23568794
933fc5ba,2.0861626e-07
c27eda4e,0.99986476
9b94d2c2,0.17557073
a2dbdb31,0.99999976
816258dd,0.059711576
81f11218,0.9983539
c4bd9d04,0.999998
c6ce9bf9,1.0
a7b3cc29,0.9901859
527870bf,0.0042679906
9af26068,0.823115
0b591e70,0.74170756
2b1e57c5,0.36301994
194db786,0.3877117
e09ba644,0.8560939
fa2ed3e5,0.9772047
1ba92726,0.00050508976
8c8f45b4,3.6656857e-06
f8889f44,0.0009801984
598e255b,0.99977267
45f1aa7a,0.16539165
022956a3,0.004404515
d406064d,0.9999997
76617947,0.99997133
d0e5dccb,0.5062643
33271da6,0.9999529
0840e2b1,0.87269205
521a9f4d,0.003865242
7286b1dc,0.9999877
5b6acc2d,0.0011375844
e034cd34,8.6426735e-07
46577660,0.9999989
bb4d6f24,0.9999868
bfc7a3f2,0.9754933
abc66be8,0.05884388
3627189f,0.999945
e49a77f6,1.0
a209d7ee,0.9999964
dee69cf6,0.6523443
9a6261a0,0.019271761
a8e444c6,2.771616e-06
a6a66a28,0.99462295
db7022ff,3.8325787e-05
0dfb45d9,0.52087057
81c983aa,0.30544275
a98fb5e1,0.9760806
99e004d7,0.0060298145
d16e5fbb,0.0146384835
3c352f9e,0.99999964
12202699,0.0056494772
86af0236,0.6695676
f3703e6f,0.8461462
4a71dc34,0.97511864
321edcdc,0.07893419
e365a657,0.999936
45755c9c,0.9999995
873b0829,0.9999989
72ccd009,0.88177836
205243d9,0.8648834
d9202f36,0.99999976
9d0c30b0,0.046389222
56644ace,0.0009769797
c63f527f,1.0
bb84b9bd,0.12914923
6f68caf0,0.9999919
8492119b,0.90797716
71bde48d,0.82100546
d2d6e2ba,0.53059274
6f4b309c,3.1769276e-05
b3cc5ba3,0.0600619
fee39547,0.99999875
4893137a,0.9889451
e283c4c4,0.001283735
25bac62b,0.0016887188
8fd88dd6,1.3768673e-05
b48c104e,0.99850166
221d500b,1.0
8f0de087,1.0
32342e03,0.00855577
a8da99d8,1.0
93203755,1.0
d3c88528,0.98574597
0d7a17b3,0.99999815
bd72f5ec,0.9999892
e953c0fd,0.028003365
e730b6c6,0.9555689
c086033a,0.21799037
a521d303,0.61945355
b023957a,0.021732628
3e0f04e8,0.012289047
60647cba,0.5263746
2f5c43a8,0.92985415
b54ba69b,0.014945596
eac962ff,0.023366034
7e2a3763,0.99834216
9362d863,0.32492545
8f1b833c,0.014661342
79727ff5,0.14570525
62614c75,0.608923
75a03adf,0.99959224
cf138392,0.9794222
bf467a96,0.99963784
c8b34651,0.86157393
105a5c54,0.9999394
bf6de75c,0.9999404
060702c8,0.008439213
921bad2c,0.6342236
e0d17eb0,0.0022177398
9a3825c9,0.9999995
8eda717f,0.29980484
78906e0c,0.9997758
c60100ad,0.99998504
90a72a52,0.99967974
d80e4ed4,0.0025098324
339cd0d2,0.62537587
d99de899,0.2666042
357e20d1,0.17420742
a4d190da,0.9999833
bd226217,0.047005802
476e2771,0.99103534
4e483506,0.039940327
f70ea081,0.6653603
4645e56f,0.93384504
e6d05940,0.00091198087
f8b3c6af,0.99370503
c89d6aad,0.42856535
0cb57f6e,0.005063921
86a4be46,0.0014227629
75e62d7e,0.9858361
ebc36374,0.99998885
0ebcb731,0.95953953
24d000c5,0.99907804
f3c9a4f6,0.82907057
1bc59730,0.9944991
47ea0bff,0.99612534
cdeccfdd,4.7683716e-07
15e09a1d,0.99999976
00652788,3.4719706e-05
23649c84,1.5079975e-05
91188a77,0.07756397
eaca8580,0.9879875
4ce9daeb,0.058460355
d4220673,0.50781476
b6a87aef,0.3024459
8333ebed,0.00012415648
950a3453,0.0074243248
7074f6c9,1.0
98a02caf,4.5895576e-06
59c8d2b3,0.8819386
d99d13bd,0.9093742
de86f1cf,0.9999536
8f4b1985,0.48631614
a7779b04,0.0028309822
2caeab11,0.03503433
16aeea7c,0.9915843
b9d19ab9,0.71998197
29c5d2fd,0.9999999
efcefa55,0.9999994
099161c3,0.94441944
12b49195,0.52096015
96a1ce13,0.47840872
67964b4f,2.8133392e-05
b61c605c,0.62210494
bcfc0f16,0.38264966
bf0cb956,0.0
12f6aa7d,0.6212293
f36f3a0c,1.0
83490492,0.79624707
e3b62b60,0.00959456
20b27d66,0.98111534
25c3ce93,0.98288345
67a2ff0b,0.997419
9b2d3c1a,0.81842196
8ad51f7d,0.0024589896
14137b57,1.0
9ea5aa79,4.634261e-05
5ea1d2dd,4.4703484e-07
979c867e,0.002879262
7ea1e1b6,0.011374593
d65520ba,0.00025883317
765ad2e2,0.021852523
d2957326,0.480254
24349e24,1.0
fd8a2ae3,0.4569742
b282d98e,0.14040157
3eaa7a61,0.87779486
16533dd4,0.027806908
4adb68d7,0.99981976
565005b9,0.99999416
51d86e0c,0.9875251
30635642,0.5501908
d9480a60,0.99997914
b2647128,0.08444768
20478c55,0.8074573
caa0d105,0.371866
474f4534,0.094263524
d51e3867,0.76334304
e5d1bba7,1.0
e7000b2a,0.12723994
78f06b79,0.99994576
8a9f4bee,0.9844336
3d716bbe,0.9999999
6e1ddef1,0.030778944
9826f39a,0.0024802983
3fdc82f7,0.9999913
31f013c3,0.02681163
97a9df6d,0.0023830533
10e65294,0.99864686
0bdca1a5,0.8892336
374037fa,0.9999922
1d1a0cec,0.5586793
d415c5ad,0.9991596
ced1306d,6.1392784e-06
f43497f3,0.9999999
ffd13a9e,0.22418055
6f67148e,0.99523854
be322b68,0.7006647
af209b44,0.408442
69b53a4a,1.0
4c085180,0.1285685
608cea18,0.03486204
f8bebbfd,0.18790445
ae16855d,1.0
dfc700b3,6.2584877e-07
e3bdd9ac,0.473397
87a8ea20,0.0135525465
3c3da9aa,0.99999976
76c882d6,0.5556559
9e429645,0.833761
7dc9c990,1.4901161e-07
f38d53ef,0.005396217
e1785b6e,1.0
80c673fb,0.99070084
a8b8c20b,0.0496884
6a1ff150,0.9994836
2f68d4fe,0.0027549863
c462ec65,0.4923455
c374d5c4,0.00049966574
d20769b3,1.1920929e-07
c467fe4d,0.99794257
1356229e,0.05938688
b1532127,0.0049212277
3777ee22,0.9970856
4ba6023f,0.99950194
08504ae6,4.6879053e-05
5e0b4cc5,0.00039118528
249a0c1f,0.9904854
24b3497f,0.027108341
9edcf494,0.9999999
53297290,0.42289376
6d3a269e,0.028114498
1b0d38fc,0.999954
02747427,0.046548843
38867253,0.39748347
c392dbd0,0.03129387
8939734c,1.2904406e-05
097ba3af,6.3985586e-05
30f0f835,0.0003145635
bdab1bcf,0.008256137
1070a984,0.5839839
c41b8a90,0.98538965
86a3b5cc,0.025695056
d0a3719e,0.0034340024
b1a8067b,4.6223402e-05
911bc6aa,0.99999994
67a2d0ac,0.00657627
11447262,1.0
12fd1375,0.87010235
f2898538,0.99999857
0e7355e2,0.9878782
bc2c87c8,0.99788475
94001156,0.31974435
d5855224,0.43545577
a3c1a552,0.9023402
edcf54fa,0.9999999
a28b90eb,0.68147683
63cd028f,0.23220366
dbc79657,0.2966638
bc856bf1,0.14651644
c7e25a70,0.04460475
9771b119,0.5932903
836db0d9,0.060657024
f5685d3e,0.024952948
bb04299d,0.99999964
163a9d23,0.90519667
5283c614,0.0
2276d5d8,0.01613146
ccb77e34,0.9999964
d4a75bf3,0.08815399
e15f46ea,0.0008286834
992a45ba,0.0687373
056e7768,4.4703484e-05
a1dc016b,0.38827425
38db82cd,0.72559863
3295f3ae,0.002861768
a6ff3660,0.08923721
5981b799,0.0016314089
2636d79d,0.2646873
7a8521e2,4.4703484e-07
9b53021d,0.0033999383
0a37be18,0.96623236
a8676e55,0.4780827
3488b8fc,0.59446317
b86d4006,0.63270193
33888635,0.9996015
aa9ca5f9,1.4901161e-07
08faf0f6,0.0
5320cd26,0.26617426
2c57fdaa,0.005211085
d467ce62,0.9999913
888a568e,0.988271
88d6c838,0.35548043
8f138517,1.0
e1108dc0,5.9604645e-08
9e9cd6c9,0.33258915
ab893af4,0.9587394
4d4b30ba,0.9968736
7ce15e26,0.322885
dbc45500,1.001358e-05
6a0cde3f,0.16750604
2658014c,0.9985706
08d20604,0.16645879
03c83dc9,0.00017493963
d741ccd1,0.17604792
992d48b6,5.662441e-07
b1ea3253,0.001195401
da379e69,0.0051427484
73b429af,0.8778887
2aefe712,0.5425271
1e3634f9,0.7659916
069ee09e,0.99763095
a7970f81,5.6177378e-05
23084d2e,0.98277915
ac57710a,0.00017559528
02553267,0.69323653
0971c6c7,0.9794273
cdb7f1fe,0.036361903
d3af3f60,1.0
59daf44b,0.021687388
c2169934,0.49108925
da03b56e,0.541214
474ea404,0.99999833
f686cdc4,0.87353057
f865b354,0.99417734
106df554,0.9995073
e5637171,0.99998593
cba8985c,0.04528016
cc09c9ce,0.08495283
0b85b33f,0.5763044
92f20625,0.97638184
6b1379dd,0.10199794
ed2b1df1,0.99999964
325124e4,0.0065281093
7455c944,0.99999976
fd68ccc1,0.10129258
8df9100d,0.9983954
c406df9b,0.68034637
4978870c,1.0937452e-05
383f95d6,0.9999999
aba96bbf,0.0
6bba66b4,1.0
b86fa0c9,0.6248479
a2abc369,0.04943338
0b40c014,0.9999974
d45add48,0.0069227815
00193999,0.9812727
c2f1b710,0.065561235
53750c72,0.3606667
3137ef1d,0.5998746
bc6b8e2a,0.00019994378
7cb546c6,0.6537496
d59a2349,0.36001772
04d04b9a,0.60062677
05ac1343,0.008836716
2917895f,1.6003847e-05
342a1d01,0.7793527
78309e4b,0.9999753
5c1a5aba,1.4901161e-07
fae57f79,0.99999607
23821d71,0.8981879
5780b19d,0.9999598
11c67865,0.009397954
8564f114,0.012788743
ec7d0fdd,0.99999833
9a0446b8,6.020069e-06
5f5da69d,0.5920913
7a11839b,0.98174316
763c9bbf,0.015763402
15a7b5c5,0.025343835
e9c7e251,0.81605434
2555c207,0.02492842
ec8d9784,0.9999996
08fd9d10,0.9999273
9504ae29,0.008618385
0b91a24d,0.027398586
e62e6cfe,0.48682505
5d1291bb,0.9999857
b3c1f2e7,0.9999998
c6a8db21,0.6812291
f2c137fd,0.33647102
b61e8155,0.75102866
45b9ee35,0.078721225
8fe9c49b,0.99554205
b98ceb09,0.9735887
70c4a435,0.006288916
d953d111,0.119686395
da7de86e,0.9954478
519f8611,0.022615582
75eefdc3,0.024729967
62412092,0.999977
de8ec010,0.9999229
ee6121f8,0.9950526
412b66e0,0.49361673
7405c131,0.04554087
efff4306,0.010733485
5658d679,0.0015773773
617f88fc,0.33432186
a120100b,0.05023083
0971369e,0.8531865
83f7fe7b,0.8732892
12437da1,0.0018865168
8e7f96a5,0.9964895
a08237de,0.0003514588
a013bd6f,0.57821286
c6fdd404,0.52768576
317e2af4,0.50602007
dd9878c0,0.9999999
42e76a51,0.99978113
022f77e3,0.9998425
cada3682,0.99700874
53074f1f,0.99998045
e6c19679,0.8469262
dfb69b8b,0.9999998
e1572941,0.9999719
8d549cd2,0.24750501
6913594d,0.008442819
6e528fd6,0.8348428
c8b037c7,0.0015437901
c3b6c880,0.055886984
9684ac04,0.8731611
6d974acc,0.018096417
57b10462,0.13134283
b2373298,9.563565e-05
8e946e10,0.012426347
6acee7de,0.99985313
8ad7cc2f,0.0006637573
8e6e087e,0.46092623
c3e46df5,0.99999726
f6983f34,0.5636069
8130a3aa,0.99919176
0f11be03,0.0002874434
766073e1,0.9994179
e67f6889,0.003096819
148a0930,0.9999999
b333ff97,0.2828709
1c148a28,0.098949045
ee0b02d7,0.019324452
fa1c5f6d,0.91689384
9b12ae1f,0.7685815
3bb60b1b,1.0
096e7594,0.999998
ac98996a,4.249811e-05
1b7b9b9d,0.9999704
61b2ac6f,0.029184937
2bd414a8,0.027263522
73d12826,0.9999999
29f7ec33,0.6638839
265f8aa8,0.9401662
0d6be675,0.0032089949
a00ecdf6,0.99992687
c414328a,0.8042668
d47de87e,0.9700705
376f984f,0.011293262
12a35aa5,0.99999964
8ecfd739,1.0
2cbc30f4,0.94569945
aa4bdf31,0.035927296
69d18f51,0.8464495
50cd4394,0.07520074
bda732e1,0.9999995
8e77e385,0.99999785
49dfd51a,0.44550398
b0a3e728,0.9953737
518061ec,0.999967
bb306c8c,0.99991965
1b2cf099,0.99999416
e7c405e4,0.48605555
1fc79c9d,0.99999917
3427cd60,0.020731777
8fc604cd,1.0
0981acfd,2.7120113e-06
512e9c5c,0.9999932
ae9f2426,0.007700056
a8cd44c8,0.9008845
acac91c3,0.99998784
35988937,0.9999995
2a2dd539,0.024291545
3f971e0a,0.00015819073
7e09131c,0.0075728893
82726c59,0.10651338
ec4c3dbd,0.00042653084
2a851255,0.0016608238
2cebdab4,0.96232736
013b617b,0.99994683
21a8603a,0.9999995
fe2f2579,0.008771956
df069a3d,0.9999997
595f7f57,0.26931593
081bdb0a,0.0
6f8e7b3a,0.9899782
d1824fe1,0.0010243356
3ddc6778,0.24349886
57e4244d,1.0
18e2e176,9.933114e-05
7394cdbc,0.012682617
19821b41,0.013880074
12e9563c,0.43144596
b96c9ed9,0.9818461
096d9c1b,0.999915
97454a30,0.8825849
43b6c5d3,0.7245032
2c58bcc5,1.9967556e-06
0c71dc02,1.0
f7cd79b0,0.016515076
922ec513,0.13591364
561b6b2c,0.0003643036
32913f04,0.004684329
77aad507,0.038778633
d62d5a9c,0.9999754
be70bb3d,0.4935915
84920252,0.8925674
b9623d93,0.9999997
ba925eca,0.0021944642
181ecadf,0.9999678
6fbcc9e2,0.1378893
57d5b182,0.030022383
d3013a36,0.004384041
21cafb54,0.999985
d1a6cc74,0.0
c4017d47,0.00021973252
22e05854,0.17925262
7eb53ec8,0.69511974
c77a806d,0.98532975
c114c951,0.025103778
71495521,0.99957144
98bb1260,0.0014345944
546ec108,0.13178304
78f39102,0.00037291646
26b6379a,0.99916816
8cb14c23,0.0006349683
75892ee1,0.0038663745
3d31d65f,0.0002374649
30784a7a,0.99193805
efba2a23,0.999452
9fcb2c5a,3.784895e-06
9910ee7e,0.99999994
dc97b587,0.8153732
7732ca72,0.9998971
c4bac1f1,0.7026223
a80ddf30,0.040656894
fe79c536,0.8603564
84e34259,0.9999545
7db3b563,0.9999999
5e946e6e,0.6259874
76881bf4,0.988173
7c606237,0.9999963
7aa06d7d,0.7721486
0d035cbc,0.9959018
0838e69f,0.98904145
f6715e39,0.967037
499004bb,0.3782532
4cefc9ec,0.0002310574
ded95f0a,0.99617755
073112c9,0.99999505
96cb4df4,0.0
0962de0b,0.85521644
cea18b7b,0.99998546
75463cb0,0.13091615
4a59c201,0.2743181
29d46646,0.3205794
e6134ca4,0.44110116
445ae936,0.7426039
420d8dda,0.7365955
bae1b5b1,0.9999839
9f49327e,0.99818295
18b52f62,0.11973053
b02bb341,0.99999905
e5be8689,8.404255e-06
b5b85b95,0.007084787
b94f72e3,0.9999572
a79114fd,0.0012401044
502ffafa,0.4801186
b8e274d7,0.99999934
e37f8f63,1.0
c8a5c9d9,0.99936163
d574bf84,0.9953309
88bc1b71,0.9644218
3261e3ee,1.0
e65424cf,1.0
706d2090,2.9802322e-06
94d4c49c,0.9996375
51ba3d48,0.21929231
fdd4c395,0.9999168
12eed563,0.99999994
f93627e8,0.99559605
df51a7cd,0.008496374
c84092af,0.99999917
514a25a2,0.0005595982
5d421481,0.47370934
d3859efd,0.9708863
eb024725,1.0
0d8537a5,0.001748532
fe708ff7,0.66823447
1790bbf0,0.99999523
8a30487e,0.013444811
70a01d16,0.99991465
89bb7fca,0.8499289
398c1300,0.00025829673
41b43c73,0.94374716
72d2839a,0.9999618
beeb98cf,0.002853781
c409f194,0.8905276
0c654278,0.99999976
fb155295,0.29977623
103d1e1d,0.9998273
6c755ff3,2.0563602e-06
3722a062,0.002521813
90611922,0.02595383
77b432f1,0.97266465
ccf53246,0.91641176
4c52089f,0.5656742
81e05676,0.0018818378
732c51d0,0.54360676
b60c6094,0.9998838
2e9db48a,0.4341151
68cdc732,0.17936477
e1f9dbd9,1.0
31fd12b9,0.0010083616
72bd3e45,0.90422094
84e2f1ab,0.05676344
b4b6d3d0,0.7607229
874d507a,0.010443449
44775bac,0.9999986
83dfaf91,0.20186993
a9a1cc1e,0.043552518
227de452,0.10521203
14519bcf,0.024252266
970a9821,0.9999981
e84230ac,0.7852539
550e4ebc,0.76099706
5e98d635,0.002466023
667d386b,0.008070767
503fefff,0.00075280666
08bcb429,0.9804877
90c293d2,0.09931025
bbc84c36,0.031848907
3facaac6,0.9999943
e8d1bc63,0.7076762
0ba50202,0.98810774
9d947517,0.0
e084ed8f,0.68732166
7051b370,0.99999547
910f551e,0.9998075
8d238915,0.011664867
e7238f30,2.9802322e-08
a658f1ba,0.20038259
0b4e7093,0.11594081
4d59af79,0.18863648
99a7b417,0.9999999
e5798365,0.002034247
078c699f,0.22037938
b2cd6017,0.121721715
89b3960f,0.020218104
104d981d,0.90805703
05e410e9,0.9999939
44556da6,0.9999952
207e5145,0.15476903
390ddfc0,0.0040791333
2e82728f,0.9844645
4245d2cc,0.0002488196
d43a187c,0.05521828
52b60236,1.0
cc22996f,0.997263
bf08f16a,0.0
47dea2c3,0.99982
22ac0bab,0.999997
49c670ad,0.5753214
1040e727,0.15668264
f39933c4,0.9999997
30474ea4,0.9996794
73978670,0.39786804
527ad437,0.9999677
78f83e41,0.039099336
12921cf8,0.008561015
b960192b,1.0
9dfaf61b,2.5629997e-06
cec954d2,0.0
00bb437f,0.00655213
06458d98,0.2679525
37ba4455,0.9999987
2feeeaf3,0.9538895
06c83a48,0.00029930472
dfe4fd55,1.0
0b7fb9da,0.0011725128
52d1ae5f,0.66558236
0ef51267,0.008972496
0d9822ce,0.14101604
bcad7099,0.0064970553
a26a7454,0.99999917
93b7cc9d,0.9791026
dcd0ddc6,0.06427494
16655d5c,0.95994055
2a6150ae,0.060307413
601fa9bc,0.0032125711
3644a31b,0.03217575
396254ec,0.99999976
b01bf536,0.86750925
ff13313c,0.9999883
18c308c7,0.8728408
50b69cc6,0.9999565
76bd6e6a,0.3516878
74c587bb,0.025165856
11b26a63,0.10983965
bf2bc384,0.04602474
075634d5,0.002586335
7b1e388b,0.9998572
8eb02fc2,0.0070325136
5b09ed4a,0.005086422
371b935e,0.69941986
7a1cbaab,0.0070275962
c5c72595,0.050450176
c5ea95c0,0.688626
a5b61d35,0.9945849
2c252c46,0.007039845
7d8e52d9,0.04422027
13fe65d5,0.12618306
a3d2abc6,0.37137437
9248daa9,0.9746375
605470fc,0.18132168
38717ccd,0.897033
1144cbd0,0.8928567
6d32e09b,0.9515004
89b138f7,2.1219254e-05
a83f69a4,8.34465e-07
68b7f89d,0.00845626
a0998397,0.00051528215
7e20006f,1.1920929e-07
93b12419,0.99980617
475c5a35,0.99994314
67f42c90,0.052964896
45a114e0,0.6052094
41a59ee9,0.99999964
6c2c6a39,0.0042702854
9f840a7d,6.1392784e-06
2ad5ee96,0.9664673
cb8b875e,0.74952155
2283d088,0.22973177
545f8210,0.5573039
7eeed38a,0.0027311444
be77b9e7,0.46476623
16ec40a3,1.0
b7e74bcf,0.93076146
8a36acfd,0.61715
d2e5b493,1.0
bd88797b,0.034113884
78566a26,0.19371268
32449528,0.053653
5f6ffdad,0.2653976
38bdc33c,0.052361667
f88a9ed3,0.0032679439
c1fe2103,8.714199e-05
63f7ddd9,0.0002732575
97e123d2,0.9937711
7d078228,0.3716607
6b43e60f,0.99990654
e07665a4,0.08655465
4da0c147,0.005130917
1d2474a1,0.13107663
f39a3050,0.6061436
aaeb3f89,0.99989355
daa3d1e9,0.06311318
